Security Code,status,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
533022,1,20 Microns Limited,20MICRONS,20 MICRONS LTD.,Active,B ,5,INE144J01027,Mining,Equity,Basic Materials,Metals & Mining,Mining,Mining
523395,1,3M India Ltd.,3MINDIA,3M INDIA LTD.,Active,A ,10,INE470A01017,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
516092,1,3P LAND HOLDINGS LTD.,3PLAND,3P Land Holdings Ltd,Active,T ,2,INE105C01023,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies
540776,1,5paisa Capital Limited,5PAISA,5paisa Capital Ltd,Active,B ,10,INE618L01018,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services
526881,1,63 Moons Technologies Limited,63MOONS,63 Moons Technologies Ltd,Active,T ,2,INE111B01023,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
533292,1,A2Z Infra Engineering Limited,A2ZINFRA,A2Z Infra Engineering Limited,Active,B ,10,INE619I01012,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
524348,1,Aarti Drugs Limited,AARTIDRUGS,AARTI DRUGS LTD.,Active,A ,10,INE767A01016,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
524208,1,Aarti Industries Ltd,AARTIIND,AARTI INDUSTRIES LTD.,Active,A ,5,INE769A01020,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
543210,1,Aarti Surfactants Limited,AARTISURF,Aarti Surfactants Ltd,Active,B ,10,INE09EO01013,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
514274,1,"Aarvee Denims & Exports Ltd.,",AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,Active,B ,10,INE273D01019,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
541988,1,AAVAS Financiers Limited,AAVAS,AAVAS Financiers Ltd,Active,A ,10,INE216P01012,Housing Finance ,Equity,Finance,Other Financial Services,Other Financial Services,Housing Finance Companies
523204,1,"Aban  Offshore Ltd.,",ABAN,ABAN OFFSHORE LTD.,Active,B ,2,INE421A01028,Exploration & Production,Equity,Energy,Oil & Gas,Oil & Gas Producers,Exploration & Production
500002,1,ABB India Limited,ABB,ABB India Limited,Active,A ,2,INE117A01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
500488,1,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A ,10,INE358A01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
500410,1,ACC Ltd,ACC,ACC LTD.,Active,A ,10,INE012A01025,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products
532268,1,ACCELYA SOLUTIONS INDIA LIMITED,ACCELYA,Accelya Solutions India Ltd,Active,B ,10,INE793A01012,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
524091,1,Acrysil Ltd.,ACRYSIL,ACRYSIL LTD.,Active,A ,2,INE482D01024,Houseware,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Houseware
532762,1,Action Construction Equipments Ltd.,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Active,A ,2,INE731H01025,Transport Related Services,Equity,Industrials,Transportation,Transport Services,Transport Related Services
512599,1,Adani Enterprises Ltd.,ADANIENT,ADANI ENTERPRISES LTD.,Active,A ,1,INE423A01024,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors
541450,1,Adani Green Energy Limited,ADANIGREEN,Adani Green Energy Ltd,Active,A ,10,INE364U01010,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities
532921,1,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Active,A ,2,INE742F01042,Marine Port & Services,Equity,Industrials,Transportation,Transport Infrastructure,Marine Port & Services
533096,1,Adani Power Limited,ADANIPOWER,ADANI POWER LTD.,Active,A ,10,INE814H01011,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities
542066,1,ADANI TOTAL GAS LIMITED,ATGL,Adani Total Gas Ltd,Active,T ,1,INE399L01023,Oil Marketing & Distribution,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Marketing & Distribution
539254,1,Adani Transmission Limited,ADANITRANS,Adani Transmission Ltd,Active,A ,10,INE931S01010,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities
543458,1,Adani Wilmar Limited,AWL,Adani Wilmar Ltd,Active,B ,1,INE699H01024,Edible Oils,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Edible Oils
519183,1,ADF Foods Limited.,ADFFOODS,ADF FOODS LTD.-$,Active,B ,10,INE982B01019,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods
532974,1,Aditya Birla  Money Ltd,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Active,B ,1,INE865C01022,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services
540691,1,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10,INE674K01013,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies
535755,1,Aditya Birla Fashion and Retail Limited,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10,INE647O01011,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories
543374,1,Aditya Birla Sun Life AMC Limited,ABSLAMC,Aditya Birla Sun Life AMC Ltd,Active,B ,5,INE404A01024,Asset Management Cos.,Equity,Finance,Other Financial Services,Other Financial Services,Asset Management Companies
542230,1,Aditya Birla Sun Life Mutual Fund,ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,Active,B ,1,INF209KB16D7,-,Equity,-,-,-,-
542863,1,Aditya Birla Sun Life Mutual Fund,ABSLBANETF,ADITYA BIRLA SUN LIFE BANKING ETF,Active,B ,1,INF209KB17D5,-,Equity,-,-,-,-
517041,1,Ador Welding Ltd.,ADORWELD,ADOR WELDING LTD.,Active,B ,10,INE045A01017,Other Industrial Goods,Equity,Industrials,Capital Goods,Machinery,Other Industrial Goods
532172,1,Adroit Infotech Limited,ADROITINFO,Adroit Infotech Ltd,Active,T ,10,INE737B01033,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
540025,1,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A ,2,INE837H01020,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products
523269,1,Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,Active,B ,2,INE199C01026,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels
542752,1,Affle (India) Limited,AFFLE,Affle (India) Ltd,Active,A ,2,INE00WC01027,Internet Software & Services,Equity,Information Technology,Software & Services,Internet Software & Services,Internet Software & Services
531921,1,Agarwal Industrial Corporation Limited,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,Active,B ,10,INE204E01012,Petrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Petrochemicals,Petrochemicals
537292,1,Agri-Tech India Ltd.,AGRITECH,Agri- Tech (India) Ltd,Active,B ,10,INE449G01018,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products
500215,1,Agro Tech Foods Ltd,ATFL,AGRO TECH FOODS LTD.,Active,A ,10,INE209A01019,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products
543451,1,AGS TRANSACT TECHNOLOGIES LIMITED,AGSTRA,AGS Transact Technologies Ltd,Active,B ,10,INE583L01014,Misc.Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services
532811,1,Ahluwalia Contracts (India) Ltd,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Active,A ,2,INE758C01029,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
532806,1,AI CHAMPDANY INDUSTRIES LIMITED,AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,Active,XT,5,INE768E01024,Jute & Jute Products,Equity,Basic Materials,Forest Materials,Jute & Jute Products,Jute & Jute Products
532683,1,AIA Engineering Ltd.,AIAENG,AIA ENGINEERING LTD.,Active,A ,2,INE212H01026,Other Industrial Goods,Equity,Industrials,Capital Goods,Machinery,Other Industrial Goods
532331,1,Ajanta Pharma Ltd.,AJANTPHARM,AJANTA PHARMA LTD.,Active,A ,2,INE031B01049,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
513349,1,Ajmera Realty & Infra India Limited,AJMERA,AJMERA REALTY & INFRA INDIA LTD.,Active,B ,10,INE298G01027,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
532959,1,AJR INFRA AND TOLLING LIMITED,AJRINFRA,AJR Infra And Tolling Ltd,Active,T ,2,INE181G01025,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
532351,1,Aksh Optifibre Ltd.,AKSHOPTFBR,AKSH OPTIFIBRE LTD.,Active,B ,5,INE523B01011,Telecom Cables,Equity,Telecom,Telecommunications Equipment,Telecommunications Equipment,Telecom Cables
500710,1,Akzo Nobel India Limited,AKZOINDIA,Akzo Nobel India Limited,Active,A ,10,INE133A01011,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints"
531082,1,Alankit Limited,ALANKIT,Alankit Ltd,Active,B ,1,INE914E01040,Misc.Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services
506235,1,Alembic  Ltd,ALEMBICLTD,ALEMBIC LTD.,Active,A ,2,INE426A01027,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
533573,1,ALEMBIC PHARMACEUTICALS LIMITED,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2,INE901L01018,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
531147,1,Alicon Castalloy Limited,ALICON,Alicon Castalloy Limited,Active,B ,5,INE062D01024,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
533029,1,Alkali Metals Limited,ALKALI,ALKALI METALS LTD.,Active,T ,10,INE773I01017,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
539523,1,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A ,2,INE540L01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
506767,1,"Alkyl Amines Chemicals Ltd.,",ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,Active,A ,2,INE150B01039,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
532749,1,Allcargo Logistics Ltd,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,A ,2,INE418H01029,Transportation - Logistics,Equity,Industrials,Transportation,Transport Services,Logistics
532875,1,Allied Digital Services Limited,ADSL,ALLIED DIGITAL SERVICES LTD.,Active,B ,5,INE102I01027,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
532633,1,Allsec Technologies Ltd.,ALLSEC,ALLSEC TECHNOLOGIES LTD.,Active,B ,10,INE835G01018,BPO/KPO,Equity,Information Technology,Software & Services,IT Software & Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
531400,1,Almondz Global Securities Limited,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,Active,B ,6,INE326B01027,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services
532878,1,Alpa Laboratories Limited,ALPA,ALPA LABORATORIES LTD.,Active,B ,10,INE385I01010,Biotechnology,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Biotechnology
526397,1,Alphageo (India)Ltd.,ALPHAGEO,ALPHAGEO (INDIA) LTD.-$,Active,B ,10,INE137C01018,Oil Equipment & Services,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services
530715,1,Alps Industries Ltd.,ALPSINDUS,ALPS INDUSTRIES LTD.,Active,T ,10,INE093B01015,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
500008,1,Amara Raja Batteries Ltd,AMARAJABAT,AMARA RAJA BATTERIES LTD.,Active,A ,1,INE885A01032,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
540902,1,Amber Enterprises India Limited,AMBER,Amber Enterprises India Ltd,Active,A ,10,INE371P01015,Consumer Electronics,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Consumer Electronics
532335,1,Ambica Agarbathies & Aroma Ind. Ltd.,AMBICAAGAR,AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,Active,B ,10,INE792B01012,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors
531978,1,Ambika Cotton Mills Ltd.,AMBIKCO,AMBIKA COTTON MILLS LTD.,Active,B ,10,INE540G01014,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
500425,1,Ambuja Cements Ltd.,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2,INE079A01024,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products
532828,1,AMD Industries Ltd,AMDIND,AMD INDUSTRIES LTD.,Active,B ,10,INE005I01014,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging
543349,1,Ami Organics Limited,AMIORG,Ami Organics Ltd,Active,B ,10,INE00FF01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
500343,1,AMJ LAND HOLDINGS LIMITED,AMJLAND,AMJ Land Holdings Ltd,Active,B ,2,INE606A01024,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
590006,1,Amrutanjan Health Care Limited,AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD.-$,Active,B ,1,INE098F01031,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
543415,1,Anand Rathi Wealth Limited,ANANDRATHI,Anand Rathi Wealth Ltd,Active,B ,5,INE463V01026,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services
515055,1,Anant Raj Limited,ANANTRAJ,Anant Raj Limited-$,Active,A ,2,INE242C01024,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
532141,1,"Andhra Cement Ltd.,",ANDHRACEMT,ANDHRA CEMENTS LTD.,Active,B ,10,INE666E01012,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products
502330,1,ANDHRA PAPER LIMITED,ANDHRAPAP,Andhra Paper Ltd,Active,B ,10,INE435A01028,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products
526173,1,Andrew Yule & Company Ltd,ANDREWYU,ANDREW YULE & COMPANY LTD.,Active,B ,2,INE449C01025,Tea & Coffee,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Tea & Coffee
543235,1,ANGEL ONE LIMITED,ANGELONE,Angel One Ltd,Active,A ,10,INE732I01013,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services
519383,1,Anik Industries Limited,ANIKINDS,ANIK INDUSTRIES LTD.,Active,B ,10,INE087B01017,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors
518091,1,Anjani Portland Cement Ltd.,APCL,ANJANI PORTLAND CEMENT LTD.-$,Active,B ,10,INE071F01012,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products
532870,1,Ankit Metal  & Power Limited,ANKITMETAL,ANKIT METAL & POWER LTD.,Active,T ,10,INE106I01010,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products
542437,1,Anmol India Limited,ANMOL,Anmol India Ltd,Active,B ,10,INE02AR01019,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors
507828,1,ANSAL HOUSING LIMITED,ANSALHSG,Ansal Housing Ltd-$,Active,T ,10,INE880B01015,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
500013,1,Ansal Properties & Infrastructure Ltd.,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Active,B ,5,INE436A01026,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
543254,1,Antony Waste Handling Cell Limited,AWHCL,Antony Waste Handling Cell Ltd,Active,B ,5,INE01BK01022,Misc.Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services
543275,1,Anupam Rasayan India Limited,ANURAS,Anupam Rasayan India Ltd,Active,A ,10,INE930P01018,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
532259,1,Apar Industries Ltd,APARINDS,APAR INDUSTRIES LTD.,Active,A ,10,INE372A01015,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products
523694,1,Apcotex Industries Limited,APCOTEXIND,APCOTEX INDUSTRIES LTD.,Active,A ,2,INE116A01032,Other Industrial Goods,Equity,Industrials,Capital Goods,Machinery,Other Industrial Goods
540692,1,Apex Frozen Foods Limited,APEX,Apex Frozen Foods Ltd,Active,B ,10,INE346W01013,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods
533758,1,APL Apollo Tubes Limited,APLAPOLLO,APL APOLLO TUBES LTD.,Active,A ,2,INE702C01027,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products
517096,1,Aplab Ltd.,APLAB,APLAB LTD.-$,Active,XT,10,INE273A01015,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products
508869,1,"Apollo Hospitals Enterprises Ltd.,",APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,Active,A ,5,INE437A01024,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities
540879,1,Apollo Micro Systems Limited,APOLLO,Apollo Micro Systems Ltd,Active,T ,10,INE713T01010,Defence,Equity,Industrials,Capital Goods,Aerospace & Defence,Defence
500877,1,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,Active,A ,1,INE438A01022,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products
532475,1,Aptech Ltd.,APTECHT,APTECH LTD.,Active,A ,10,INE266F01018,IT Training Services,Equity,Information Technology,Software & Services,IT Software & Services,IT Training Services
543335,1,Aptus Value Housing Finance India Limited,APTUS,Aptus Value Housing Finance India Ltd,Active,B ,2,INE852O01025,Housing Finance ,Equity,Finance,Other Financial Services,Other Financial Services,Housing Finance Companies
543231,1,Archidply Decor Limited,ADL,Archidply Decor Ltd,Active,T ,10,INE0CHO01012,Forest Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Forest Products
532994,1,Archidply Industries Limited,ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,Active,B ,10,INE877I01016,Forest Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Forest Products
532212,1,Archies Ltd.,ARCHIES,ARCHIES LTD.,Active,B ,2,INE731A01020,Gift Articles-Toys & Cards ,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Leisure Equipment & Products,"Gift Articles,Toys & Greeting Cards"
532935,1,"Aries Agro Limited,",ARIES,ARIES AGRO LTD.,Active,B ,10,INE298I01015,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers
531381,1,Arihant Foundations & Housing Ltd.,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Active,X ,10,INE413D01011,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
531179,1,Arman Financial Services Limited,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,B ,10,INE109C01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs)
513729,1,Aro Granite Industries Ltd.,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,Active,B ,10,INE210C01013,Construction Materials,Equity,Basic Materials,Construction Materials,Other Construction Materials,Other Construction Materials
516064,1,Arrow Greentech Limited,ARROWGREEN,Arrow Greentech Ltd,Active,B ,10,INE570D01018,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products
506074,1,Arshiya Limited,ARSHIYA,Arshiya Limited,Active,B ,2,INE968D01022,Transportation - Logistics,Equity,Industrials,Transportation,Transport Services,Logistics
533163,1,ARSS Infrastructure Projects Limited,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,Active,T ,10,INE267I01010,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
542484,1,Arvind Fashions Limited,ARVINDFASN,Arvind Fashions Ltd,Active,A ,4,INE955V01021,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories
500101,1,"Arvind Ltd.,",ARVIND,ARVIND LTD.,Active,A ,10,INE034A01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
539301,1,Arvind SmartSpaces Limited,ARVSMART,Arvind SmartSpaces Ltd,Active,B ,10,INE034S01021,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
515030,1,Asahi India Glass Ltd.,ASAHIINDIA,ASAHI INDIA GLASS LTD.,Active,A ,1,INE439A01020,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
532853,1,Asahi Songwon Colors Ltd.,ASAHISONG,ASAHI SONGWON COLORS LTD.,Active,B ,10,INE228I01012,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
527001,1,Ashapura Minechem Ltd,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,B ,2,INE348A01023,Mining,Equity,Basic Materials,Metals & Mining,Mining,Mining
523716,1,Ashiana Housing Limited,ASHIANA,ASHIANA HOUSING LTD.-$,Active,B ,2,INE365D01021,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
514286,1,Ashima Ltd,ASHIMASYN,ASHIMA LTD.,Active,B ,10,INE440A01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
500477,1,"Ashok Leyland Ltd.,",ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1,INE208A01029,Commercial Vehicles,Equity,Industrials,Capital Goods,Machinery,"Construction, Agricultural & Commercial Vehicles"
533271,1,Ashoka Buildcon Limited,ASHOKA,ASHOKA BUILDCON LTD.,Active,A ,5,INE442H01029,Roads & Highways,Equity,Industrials,Transportation,Transport Infrastructure,Roads & Highways
530355,1,ASIAN ENERGY SERVICES LTD,ASIANENE,Asian Energy Services Ltd,Active,B ,10,INE276G01015,Oil Equipment & Services,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services
532888,1,ASIAN GRANITO INDIA LIMITED,ASIANTILES,ASIAN GRANITO INDIA LTD.,Active,B ,10,INE022I01019,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints"
533227,1,Asian Hotels (East) Limited,AHLEAST,ASIAN HOTELS (EAST) LTD.,Active,B ,10,INE926K01017,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels
500023,1,Asian Hotels (North) Limited,ASIANHOTNR,Asian Hotels (North) Limited,Active,B ,10,INE363A01022,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels
500820,1,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,Active,A ,1,INE021A01026,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints"
507526,1,Associated Alcohols & Breweries Ltd,ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LTD.,Active,B ,10,INE073G01016,Breweries & Distilleries,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Beverages,Breweries & Distilleries
533138,1,ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,A ,10,INE563J01010,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals
540975,1,Aster DM Healthcare Limited,ASTERDM,Aster DM Healthcare Ltd,Active,A ,10,INE914M01019,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services
532493,1,Astra Microwave Products Ltd.,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,A ,2,INE386C01029,Defence,Equity,Industrials,Capital Goods,Aerospace & Defence,Defence
532830,1,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A ,1,INE006I01046,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products
