Security Code,status,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
523704,1,Mastek Limited,MASTEK,MASTEK LTD.,Active,A ,5,INE759A01021,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products
540704,1,Matrimony.com Limited,MATRIMONY,Matrimony.com Ltd,Active,A ,5,INE866R01028,Internet Software & Services,Equity,Information Technology,Software & Services,Internet Software & Services,Internet Software & Services
523371,1,Mawana Sugars Ltd,MAWANASUG,MAWANA SUGARS LTD.,Active,B ,10,INE636A01039,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar
500271,1,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2,INE180A01020,Life Insurance,Equity,Finance,Insurance,Insurance,Life Insurance
543220,1,Max Healthcare Institute Limited,MAXHEALTH,Max Healthcare Institute Ltd,Active,A ,10,INE027H01010,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities
539940,1,Max Ventures and Industries Limited,MAXVIL,Max Ventures and Industries Ltd,Active,B ,10,INE154U01015,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies
522249,1,Mayur Uniquoters ltd.,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,A ,5,INE040D01038,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories
543237,1,Mazagon Dock Shipbuilders Limited,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Active,A ,10,INE249Z01012,Defence,Equity,Industrials,Capital Goods,Aerospace & Defence,Defence
533152,1,MBL INFRASTRUCTURES LIMITED,MBLINFRA,MBL Infrastructures Ltd,Active,B ,10,INE912H01013,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
532654,1,McLeod Russel India Limited,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,Active,B ,5,INE942G01012,Tea & Coffee,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Tea & Coffee
532629,1,McNally Bharat Engineering Company Limited,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,Active,T ,10,INE748A01016,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
531146,1,Medicamen Biotech Ltd.,MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,Active,B ,10,INE646B01010,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
543427,1,Medplus Health Services Limited,MEDPLUS,Medplus Health Services Ltd,Active,B ,2,INE804L01022,Food & Drugs Retailing,Equity,FMCG (Fast Moving Consumer Goods),Food & Drugs Retailing,Food & Drugs Retailing,Food & Drugs Retailing
532408,1,Megasoft Ltd.,MEGASOFT,MEGASOFT LTD.,Active,T ,10,INE933B01012,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products
541352,1,Megastar Foods Limited,MEGASTAR,Megastar Foods Ltd,Active,B ,10,INE00EM01016,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products
543332,1,Meghmani Finechem Limited,MFL,Meghmani Finechem Ltd,Active,B ,10,INE071N01016,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
543331,1,Meghmani Organics Limited,MOL,Meghmani Organics Ltd,Active,B ,1,INE0CT101020,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals
532307,1,Melstar Information Technologies Ltd.,MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,Active,Z ,10,INE817A01019,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products
523828,1,Menon Bearings Ltd,MENONBE,MENON BEARINGS LTD.-$,Active,B ,1,INE071D01033,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
539126,1,MEP Infrastructure Developers Limited,MEP,MEP Infrastructure Developers Ltd,Active,B ,10,INE776I01010,Roads & Highways,Equity,Industrials,Transportation,Transport Infrastructure,Roads & Highways
526235,1,Mercator Limited,MERCATOR,MERCATOR LTD.-$,Active,T ,1,INE934B01028,Shipping,Equity,Industrials,Transportation,Transport Services,Shipping
513335,1,Metalyst Forgings Limited,METALFORGE,Metalyst Forgings Limited,Active,Z ,10,INE425A01011,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products
543426,1,Metro Brands Limited,METROBRAND,Metro Brands Ltd,Active,B ,5,INE317I01021,Footwear,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Footwear
542650,1,Metropolis Healthcare Limited,METROPOLIS,Metropolis Healthcare Ltd,Active,A ,2,INE112L01020,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services
538962,1,Minda Corporation Limited,MINDACORP,Minda Corporation Ltd,Active,A ,2,INE842C01021,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
532539,1,Minda Industries Ltd.,MINDAIND,MINDA INDUSTRIES LTD.-$,Active,A ,2,INE405E01023,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
517344,1,Mindteck (India) Ltd,MINDTECK,MINDTECK (INDIA) LTD.,Active,T ,10,INE110B01017,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products
532819,1,MindTree  Limited,MINDTREE,MINDTREE LTD.,Active,A ,10,INE018I01017,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
542131,1,Mirae Asset Mutual Fund,MAN50ETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),Active,B ,100,INF769K01EG9,-,Equity,-,-,-,-
500279,1,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,B ,1,INE831A01028,Consumer Electronics,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Consumer Electronics
526642,1,Mirza International  Limited,MIRZAINT,MIRZA INTERNATIONAL LTD.,Active,B ,2,INE771A01026,Footwear,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Footwear
541195,1,Mishra Dhatu Nigam Limited,MIDHANI,Mishra Dhatu Nigam Ltd,Active,A ,10,INE099Z01011,Defence,Equity,Industrials,Capital Goods,Aerospace & Defence,Defence
513377,1,"MMTC Ltd.,",MMTC,MMTC LTD.,Active,A ,1,INE123F01029,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors
500890,1,"Modi Rubber Ltd.,",MODIRUBBER,MODI RUBBER LTD.,Active,T ,10,INE832A01018,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products
506261,1,Modison Metals Ltd,MODISNME,MODISON METALS LTD.-$,Active,B ,1,INE737D01021,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products
531453,1,Mohit Industries Limited,MOHITIND,MOHIT INDUSTRIES LTD.-$,Active,B ,10,INE954E01012,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
533286,1,MOIL Limited,MOIL,MOIL LTD.,Active,A ,10,INE490G01020,Mining,Equity,Basic Materials,Metals & Mining,Mining,Mining
533080,1,Mold-Tek Packaging Limited,MOLDTKPAC,Mold-Tek Packaging Limited,Active,A ,5,INE893J01029,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging
511551,1,Monarch Networth Capital Limited,MONARCH,Monarch Networth Capital Ltd,Active,B ,10,INE903D01011,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services
538836,1,Monte Carlo Fashions Limited,MONTECARLO,Monte Carlo Fashions Ltd,Active,B ,10,INE950M01013,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories
532621,1,Morarjee Textiles Limited,MORARJEE,MORARJEE TEXTILES LTD.,Active,T ,7,INE161G01027,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
500288,1,Morepen Laboratories Ltd.,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A ,2,INE083A01026,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
517334,1,"Motherson Sumi Systems Ltd.,",MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,Active,A ,1,INE775A01035,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
532892,1,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,A ,1,INE338I01027,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs)
536960,1,Motilal Oswal Mutual Fund,MOM100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option,Active,B ,10,INF247L01023,-,Equity,-,-,-,-
501343,1,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,Active,T ,5,INE861B01023,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs)
526299,1,Mphasis Limited,MPHASIS,MPHASIS LTD.,Active,A ,10,INE356A01018,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
532440,1,MPS Limited,MPSLTD,MPS LTD.,Active,B ,10,INE943D01017,Education,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Education
532376,1,MRO-TEK Realty Limited,MRO-TEK,MRO-TEK Realty Ltd,Active,B ,5,INE398B01018,IT Networking Equipment,Equity,Information Technology,Hardware Technology & Equipment,Communications Equipment,Networking Equipment
543253,1,Mrs. Bectors Food Specialities Limited,BECTORFOOD,Mrs. Bectors Food Specialities Ltd,Active,A ,10,INE495P01012,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods
532650,1,MSP STEEL & POWER LTD.,MSPL,MSP STEEL & POWER LTD.,Active,B ,10,INE752G01015,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products
534312,1,MT EDUCARE LIMITED,MTEDUCARE,MT EDUCARE LTD.,Active,B ,10,INE472M01018,Education,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Education
543270,1,MTAR Technologies Limited,MTARTECH,MTAR Technologies Ltd,Active,A ,10,INE864I01014,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery
500460,1,"Mukand Ltd.,",MUKANDLTD,MUKAND LTD.,Active,B ,10,INE304A01026,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products
532357,1,Mukta Arts Ltd.,MUKTAARTS,MUKTA ARTS LTD.,Active,B ,5,INE374B01019,Movies & Entertainment,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Movies & Entertainment
534091,1,Multi Commodity Exchange of India Ltd,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10,INE745G01035,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies
520059,1,Munjal Auto Industries Ltd.,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Active,B ,2,INE672B01032,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
520043,1,"Munjal Showa Ltd.,",MUNJALSHOW,MUNJAL SHOWA LTD.,Active,B ,2,INE577A01027,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
515037,1,"Murudeshwar Ceramics Ltd.,",MURUDCERA,MURUDESHWAR CERAMICS LTD.,Active,B ,10,INE692B01014,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints"
540366,1,Music Broadcast Limited,RADIOCITY,Music Broadcast Ltd,Active,B ,2,INE919I01024,Broadcasting & Cable TV,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Broadcasting & Cable TV
533398,1,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10,INE414G01012,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs)
519494,1,N.K.Industries Ltd.,NKIND,N.K.INDUSTRIES LTD.,Active,T ,10,INE542C01019,Edible Oils,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Edible Oils
524709,1,NACL Industries Limited,NACLIND,NACL Industries Ltd,Active,B ,1,INE295D01020,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals
532895,1,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Active,B ,5,INE245I01016,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies
521109,1,Nagreeka Exports Ltd.,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,Active,B ,5,INE123B01028,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
532952,1,Nahar Capital & Financial Services Ltd.,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,Active,B ,5,INE049I01012,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies
519136,1,Nahar Industrial Enterprises Ltd,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,Active,B ,10,INE289A01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
523391,1,Nahar Polyfilms Ltd.,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,B ,5,INE308A01027,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging
500296,1,"Nahar Spinning Mills Ltd.,",NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,T ,5,INE290A01027,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
541418,1,NAKODA GROUP OF INDUSTRIES LIMITED,NGIL,Nakoda Group of Industries Ltd,Active,T ,10,INE236Y01012,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods
532256,1,Nalwa Sons Investment Ltd,NSIL,NALWA SONS INVESTMENTS LTD.,Active,B ,10,INE023A01030,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs)
532641,1,Nandan Denim Limited,NDL,Nandan Denim Limited,Active,B ,10,INE875G01030,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
539551,1,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A ,10,INE410P01011,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities
524816,1,Natco Pharma Ltd.,NATCOPHARM,NATCO PHARMA LTD.,Active,A ,2,INE987B01026,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
537291,1,Nath Biogene India Ltd.,NATHBIOGEN,Nath Bio-Genes (India) Ltd,Active,B ,10,INE448G01010,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products
532234,1,"National Aluminium Co. Ltd.,",NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A ,5,INE139A01034,Aluminium,Equity,Basic Materials,Metals & Mining,Non-ferrous Metals,Aluminium
523630,1,"National Fertilizers Ltd.,",NFL,NATIONAL FERTILIZERS LTD.,Active,A ,10,INE870D01012,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers
513023,1,Nava Bharat Ventures Ltd,NBVENTURES,NAVA BHARAT VENTURES LTD.,Active,A ,2,INE725A01022,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities
532504,1,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2,INE048G01026,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals
539332,1,Navkar Corporation Limited,NAVKARCORP,Navkar Corporation Ltd,Active,B ,10,INE278M01019,Transport Related Services,Equity,Industrials,Transportation,Transport Services,Transport Related Services
508989,1,Navneet Education Limited,NAVNETEDUL,Navneet Education Limited,Active,A ,2,INE060A01024,Publishing,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Publishing
543280,1,Nazara Technologies Limited,NAZARA,Nazara Technologies Ltd,Active,B ,4,INE418L01021,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products
534309,1,NBCC (India) Limited,NBCC,NBCC (India) Ltd,Active,A ,1,INE095N01031,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
500294,1,NCC Limited,NCC,NCC Limited,Active,A ,2,INE868B01028,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
502168,1,"NCL Industries Limited,",NCLIND,NCL INDUSTRIES LTD.-$,Active,A ,10,INE732C01016,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products
543214,1,NDR Auto Components Limited,NDRAUTO,NDR Auto Components Ltd,Active,B ,10,INE07OG01012,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
532649,1,Nectar Lifesciences Limited,NECLIFE,NECTAR LIFESCIENCES LTD.,Active,B ,1,INE023H01027,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
532864,1,Nelcast Limited,NELCAST,NELCAST LTD.,Active,B ,2,INE189I01024,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products
504112,1,Nelco Ltd,NELCO,NELCO LTD.,Active,A ,10,INE045B01015,IT Networking Equipment,Equity,Information Technology,Hardware Technology & Equipment,Communications Equipment,Networking Equipment
542665,1,Neogen Chemicals Limited,NEOGEN,Neogen Chemicals Ltd,Active,B ,10,INE136S01016,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
505355,1,Nesco Ltd,NESCO,NESCO LTD.,Active,A ,2,INE317F01035,Misc.Commercial Services,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Diversified Commercial Services
500790,1,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,Active,A ,10,INE239A01016,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods
532798,1,Network 18 Media & Investments Limited,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A ,5,INE870H01013,Advertising & Media,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Advertising & Media Agencies
524558,1,Neuland Laboratories Limited.,NEULANDLAB,NEULAND LABORATORIES LTD.,Active,A ,10,INE794A01010,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
532529,1,New Delhi Television Limited,NDTV,NEW DELHI TELEVISION LTD.,Active,B ,4,INE155G01029,Broadcasting & Cable TV,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Broadcasting & Cable TV
540900,1,Newgen Software Technologies Limited,NEWGEN,Newgen Software Technologies Ltd,Active,A ,10,INE619B01017,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
532416,1,Next Mediaworks Ltd,NEXTMEDIA,NEXT MEDIAWORKS LTD.,Active,T ,10,INE747B01016,Broadcasting & Cable TV,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Broadcasting & Cable TV
533098,1,NHPC Limited,NHPC,NHPC LTD.,Active,A ,10,INE848E01016,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities
500304,1,"NIIT Ltd.,",NIITLTD,NIIT LTD.,Active,A ,2,INE161A01038,IT Training Services,Equity,Information Technology,Software & Services,IT Software & Services,IT Training Services
542231,1,Nila Spaces Ltd,NILASPACES,Nila Spaces Ltd,Active,T ,1,INE00S901012,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
523385,1,Nilkamal Limited,NILKAMAL,NILKAMAL LTD.,Active,A ,10,INE310A01015,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products
537483,1,Nippon India Mutual Fund,NETFNIF100,NIPPON INDIA ETF NIFTY 100,Active,B ,10,INF204K014N5,-,Equity,-,-,-,-
543255,1,Nippon India Mutual Fund,INFRABEES,NIPPON INDIA ETF INFRA BeES,Active,B ,10,INF732E01268,-,Equity,-,-,-,-
540767,1,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A ,10,INE298J01013,Asset Management Cos.,Equity,Finance,Other Financial Services,Other Financial Services,Asset Management Companies
532986,1,Niraj Cement Structurals Limited,NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.,Active,B ,10,INE368I01016,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
532722,1,Nitco Ltd.,NITCO,NITCO LTD.,Active,B ,10,INE858F01012,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints"
532698,1,Nitin Spinners Ltd.,NITINSPIN,NITIN SPINNERS LTD.,Active,T ,10,INE229H01012,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
513683,1,NLC India Limited,NLCINDIA,NLC India Ltd,Active,A ,10,INE589A01014,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities
526371,1,NMDC Ltd,NMDC,NMDC LTD.,Active,A ,1,INE584A01023,Mining,Equity,Basic Materials,Metals & Mining,Mining,Mining
500730,1,NOCIL Ltd,NOCIL,NOCIL LTD.,Active,A ,10,INE163A01018,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
532481,1,Noida Toll Bridge Company Ltd,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,Active,B ,10,INE781B01015,Roads & Highways,Equity,Industrials,Transportation,Transport Infrastructure,Roads & Highways
534615,1,North Eastern Carrying Corporation Limited,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Active,B ,10,INE553C01016,Transportation - Logistics,Equity,Industrials,Transportation,Transport Services,Logistics
500672,1,Novartis India Limited.,NOVARTIND,NOVARTIS INDIA LTD.,Active,B ,5,INE234A01025,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
530367,1,NRB Bearings Ltd.,NRBBEARING,NRB BEARINGS LTD.,Active,B ,2,INE349A01021,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery
535458,1,NRB INDUSTRIAL BEARINGS LIMITED,NIBL,NRB INDUSTRIAL BEARINGS LTD.,Active,B ,2,INE047O01014,Other Industrial Goods,Equity,Industrials,Capital Goods,Machinery,Other Industrial Goods
532555,1,NTPC Limited,NTPC,NTPC LTD.,Active,A ,10,INE733E01010,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities
531209,1,Nucleus Software Exports Ltd,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,B ,10,INE096B01018,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products
543264,1,Nureca Limited,NURECA,Nureca Ltd,Active,B ,10,INE0DSF01015,Healthcare Supplies,Equity,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare Supplies
543334,1,Nuvoco Vistas Corporation Limited,NUVOCO,Nuvoco Vistas Corporation Ltd,Active,B ,10,INE118D01016,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products
500189,1,NXTDIGITAL LIMITED ,NXTDIGITAL,Nxtdigital Ltd,Active,B ,10,INE353A01023,Broadcasting & Cable TV,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Broadcasting & Cable TV
533273,1,OBEROI REALTY LIMITED,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10,INE093I01010,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
500312,1,Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5,INE213A01029,Exploration & Production,Equity,Energy,Oil & Gas,Oil & Gas Producers,Exploration & Production
500313,1,Oil Country Tubular Ltd.,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,B ,10,INE591A01010,Oil Equipment & Services,Equity,Energy,Oil & Gas,"Oil Equipment, Services & Distribution",Oil Equipment & Services
533106,1,Oil India Limited,OIL,OIL INDIA LTD.,Active,A ,10,INE274J01014,Exploration & Production,Equity,Energy,Oil & Gas,Oil & Gas Producers,Exploration & Production
532439,1,OLECTRA GREENTECH LIMITED,OLECTRA,Olectra Greentech Ltd,Active,B ,4,INE260D01016,Commercial Vehicles,Equity,Industrials,Capital Goods,Machinery,"Construction, Agricultural & Commercial Vehicles"
531092,1,OM INFRA LIMITED,OMINFRAL,OM Infra Ltd,Active,B ,1,INE239D01028,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
520021,1,"Omax Autos Ltd.,",OMAXAUTO,OMAX AUTOS LTD.,Active,B ,10,INE090B01011,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
532880,1,OMAXE LIMITED,OMAXE,OMAXE LTD.,Active,B ,10,INE800H01010,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
533317,1,OMKAR SPECIALITY CHEMICALS LIMITED,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,B ,10,INE474L01016,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
